#a,e,i,H,diameter,BV,UB
2.687733959754622,.1857623075911552,15.57705506696361,8.84,104.45,.749,.375
2.663724644707512,.1964592644762429,13.8526755079168,9.43,69.04,.703,.322
3.087859210902362,.1681794984710157,6.430031711464153,7.67,88.66,.838,.363
2.583107724788187,.1409053687985815,10.2003122684593,8.33,65.84,.854,.426
2.660021190350777,.2530638130803526,5.17882624493723,9.26,83.00,.726,.371
2.701670531711478,.08140229659881121,5.419137522535185,7.66,91.20,.853,.441
3.149533375408812,.1558348153629144,2.788840896404519,8.27,123.68,.688,.340
2.373526423851286,.1774100425940388,21.44102892839485,8.57,119.08,.693,.317
3.176104046347871,.1672677309112273,4.59748829204866,7.41,146.59,.743,.464
3.488372078986994,.06709927593295617,10.00183975314136,7.08,222.62,.705,.298
3.236576762451611,.05498568214138334,4.221076369894792,8.09,64.97,.855,.502
2.696876094017185,.2973543893906611,7.881719017730681,8.75,89.44,.696,.408
2.734633556106554,.07961909175126988,5.965514347209207,7.80,86.09,.705,.298
2.593457381885816,.1036168411206917,4.931972981950635,8.02,134.55,.690,.389
2.433472423897438,.1288698193121859,2.603810252812122,9.84,72.18,.696,.284
2.375924284291143,.08621950398697148,5.042353380078382,8.74,46.14,.925,.521
2.678350158331737,.1359145277196578,4.935277598578729,8.26,99.65,.768,.269
2.379856810290371,.19209076392729,11.59983287393603,7.51,79.83,.851,.431
2.767183625647185,.1414867736749058,3.563321697199262,7.82,71.70,.873,.429
2.989980767481179,.02870607858603445,14.90359695672241,7.95,148.71,.687,.306
2.437419610680029,.1633808831825943,7.743388044495625,9.14,41.73,.859,.433
2.581627848480905,.08122914472194759,5.782468264085851,8.42,57.30,.874,.342
3.121812831769972,.05518359836058496,6.949032007480945,7.75,174.10,.707,.383
3.45008943318012,.1344069341440988,7.597156351479502,7.31,209.00,.739,.425
3.225067328843224,.03365439516937697,1.63924487775126,7.87,81.69,.776,.410
2.696085562743196,.1184856773504969,6.419403161611782,8.89,47.97,.850,.395
2.629466265069407,.07720361266788757,2.953598991380179,8.11,76.36,.844,.424
2.742434336322383,.07986307595614668,4.658387308278314,9.04,43.58,.705,.239
2.438940927998837,.1048338429135972,2.92389477148612,9.27,44.82,.865,.496
2.75539706937209,.06587960829945576,8.240406632951803,8.3,122,,
2.749927268956776,.1244750514297167,6.248874567560944,7.49,188.16,.685,.392
2.872331216550005,.2110451788757474,12.25712036738436,7.07,113,.717,.245
3.123936384370461,.2086221681251308,22.86596037392931,7.12,182.25,.753,.483
2.432008708123515,.06782019051965177,4.960386962555056,10.03,40.44,.829,.402
3.059679909462324,.1387299880337588,7.227214456563568,7.98,66.57,.907,.510
2.56329761463079,.1166005687385933,11.59550676991144,8.76,108,.690,.322
2.428108826330885,.20730453851588,2.305434560805103,8.23,79.24,.698,.269
2.286723736500787,.08519085715237804,9.572076555792176,9.69,40.14,.752,.247
3.118043466174624,.2172289779230136,13.41324601069622,8.05,145.42,.689,.326
2.449287020839425,.1615956241002482,3.206367121684599,8.75,45.50,.877,.490
2.780626161667751,.1754760704298177,10.90962268472257,7.78,156.60,.693,.287
2.732819559634203,.2164912622018128,3.186603777377136,8.34,109.79,.721,.299
2.667607346743058,.213584277316545,11.88964261604558,8.20,131.03,,
2.419761520855834,.134935539203784,2.238426349114783,10.27,55.29,.621,.236
2.761224905531737,.0735252065790406,11.44763233606814,9.12,89.93,.738,.336
2.65522098522868,.2350873662644466,4.807633251667816,7.91,142.38,.727,.402
2.673064731893601,.1451331528963456,12.63723080469228,8.13,151.14,.701,.352
2.71786105382719,.06604790889189255,13.0950523226634,8.20,132.21,.703,.405
3.136918368935916,.02858162570681166,1.930464468629928,8.27,132.93,.678,.293
2.772347492753346,.184512029758982,25.31203088690197,7.63,97.75,.858,.423
2.174483308684949,.06477231854971628,.9384313851261745,10.72,19.75,.803,.500
2.983256493440834,.1266833665424525,2.193047809952518,8.23,151.13,.706,.275
2.592440416055765,.03482006473782301,6.436611913907103,9.24,45.37,.867,.496
3.140592517144595,.07668600030048958,12.11129233746843,8.33,,.882,.452
3.973122681896714,.1386800846969776,7.827682163195619,7.48,170.63,.669,.243
3.19578090592957,.07718099715177394,20.97419378656415,7.58,184.93,,
2.755881422589705,.2784312613447464,11.39070406266789,11.39,39.9,.688,.234
2.728372766815779,.2266659021275104,9.775794591697013,8.64,120.99,.713,.315
2.580893706549769,.1954836307522375,12.16222127925679,10.6,,,
2.869058960743009,.05286105312326313,1.001586546151039,9.27,35.37,.859,.394
3.102022571655267,.108598715823643,6.130931672103096,8.12,124.97,.700,.380
2.727561396710511,.06475849439429572,3.824082960926121,9.08,81.24,.718,.363
2.379320993381725,.1369746234876054,9.054432952393636,9.15,44.19,.719,.208
3.019435679153592,.1785013454683174,6.096097957204551,8.83,99.10,.747,.374
2.367442764942514,.191305919834958,4.813887771856106,9.47,72.63,.717,.341
2.633717124748624,.3445525774069217,24.46999553080379,8.89,104.87,.684,.326
3.125546988381606,.0845572043257372,11.22449893077813,7.65,154.78,.722,.291
2.686176728068173,.2098126442935342,12.02647723345758,9.89,,.725,.425
2.854355016650471,.03556513903625125,2.211325144327276,9.24,39.94,.837,.400
3.373401019455438,.06859980633966849,4.636518076979611,7.94,148.39,.745,.384
2.358180579902439,.1311780031957617,5.4999143537236,9.56,33.60,.848,.458
2.553904267307601,.06257562725863855,14.3854916227002,9.39,44.30,.886,.447
3.130539157248424,.131177059067667,2.546794562581554,8.31,116.69,.695,.341
2.379415538835727,.1151364949279082,10.02828281119196,8.79,62.43,.890,.499
2.744226033324723,.2061576905335538,14.21095007787276,7.66,154.10,.705,.305
2.858832532178213,.1440329872216853,12.12981931409889,8.48,69.24,.858,.484
3.183256483307687,.2328254627600121,3.21949222811617,8.31,101.17,.706,.332
3.186316251701793,.1658726206953832,22.58832420854442,7.90,121.04,,
2.768128747003239,.2381597286252247,1.389670047678367,9.49,73.22,.730,.350
2.461120101232396,.04233095359699917,1.895210528049493,9.38,35.81,.904,.486
2.971420048996773,.1144214349009759,7.815942176511989,8.15,77.69,.832,.408
2.722950215420543,.1650882339306786,.8663242501385414,10.31,,.829,.451
3.130246181124506,.2031993424252194,18.88867809829174,7.84,106.66,.815,.379
2.415634291792529,.1860857463725182,2.004566403051665,9.12,43.68,.862,.425
2.789833000224502,.3515951643979072,26.39373605785162,9.68,35.43,.842,.359
3.189936215803041,.06794303001082562,1.143341793271869,8.31,66.47,.699,.227
2.73818829051284,.1291899532418636,23.23390700762001,7.62,157.51,.668,.331
2.36182408427341,.1499383823393303,13.17435729972174,8.91,49.99,.859,.397
2.72794855678362,.2405220817393886,10.58620725165993,8.16,130.40,.709,.348
2.766139462242243,.176257484640053,11.71991770962047,9.22,38.61,.891,.386
2.451620409848331,.03630223908043945,5.175731012570148,9.33,37.66,.904,.491
4.00508811190353,.1673873618926117,6.155373569837246,7.59,159,.683,.269
2.893511886437589,.09150452807411907,11.50787902679346,9.07,101.03,.675,.258
2.402214210148519,.246340506987502,6.814353288330387,7.13,103.26,.927,.487
2.599816210050681,.2970890843528295,12.0114179123825,9.68,,.811,.306
2.61657969292918,.2371701333185688,18.50053797048277,7.68,168.42,.724,.341
2.876223461057326,.0436559941612575,6.966820430529758,9.01,85.71,.704,.387
3.112417483718496,.01980766606624449,7.260037049612396,6.54,136.39,.852,.451
2.739587603149401,.1630395263202877,8.795264369954252,9.18,29.18,.908,.496
2.458251697281607,.2284596823317999,9.314217500898883,8.33,57.16,.885,.421
3.166375655219569,.1787688717646913,15.47675831828522,8.3,,,
2.736852795508788,.1339616087376521,6.896061919281102,8.26,128.36,.727,.375
2.676833020749812,.1812962546355424,5.758359413948021,8.43,68.39,.720,.233
3.071303572108339,.1014908246750185,8.854025043994833,7.42,86.15,.875,.475
2.73731217460976,.05919715533768557,3.177890560039013,8.76,116.25,.702,.293
2.670835034623889,.1747622518325246,8.284667030634306,8.89,48.57,.813,.415
2.776746053789488,.03392833974506652,10.68406616832503,9.23,80.58,.688,.350
2.740606408323631,.03798280815800033,3.778283885956315,8.68,113,.690,.345
2.28388521141521,.02962156536775674,3.802761373363194,9.92,58.70,.722,.389
2.894589222417883,.01424354820727594,1.745116792508336,8.96,41.33,.841,.407
3.144443881637605,.06054163779877303,7.170102549453579,8.24,159.94,.691,.294
2.722598839238585,.1211638593096733,5.255585115422711,9.33,86.65,.667,.248
3.039798285477924,.1621554566758689,3.887252732384156,7.89,143.19,.711,.364
3.117292220222362,.1055094367347027,4.263377801088334,8.28,136.12,.704,.286
2.752817854318168,.1461472501195472,6.802606211568056,8.64,83.01,.650,.221
2.610714591758779,.03155598137054018,3.435139992259084,9.50,23.16,.700,.217
2.765967514272835,.03656774308271134,1.686125027473983,9.59,35.51,.845,.451
2.795566440587893,.2488137503168202,13.0996470891788,7.30,124,.713,.238
2.875682523546791,.3060977958492186,10.4793958042906,9.80,66.24,,
2.666619217392665,.1163221670314008,15.19998115394792,8.60,60.62,.859,.443
2.354312868255866,.2231344763116883,10.84507754405339,9.32,40.56,.905,.482
2.347341113451708,.2586943804318964,7.59025790641554,11.00,31.12,,
3.009607988602971,.104640617381639,10.88025289756463,7.67,103.87,.768,.410
3.140700270789838,.1356461308532175,2.156414126649743,9.13,54.66,.688,.395
3.095862971414505,.1162023929674504,1.935826403617196,9.68,87.61,.706,.285
2.644945997065085,.04425976951799533,5.837578482671994,8.59,61.82,.748,.201
3.392053189145869,.264146535567421,20.86716565051957,8.72,120.49,.648,.282
2.716033485106113,.2026772688657452,15.93327856245885,9.70,33.83,,
3.169276862908484,.1911181795081885,9.140516576851322,8.70,87.31,,
2.201626586578462,.2410943451942173,2.536910997369017,12.48,9.30,.918,.596
3.422999825382409,.1394980531027244,2.078842329625217,9.13,93.20,.708,.253
2.382091966863441,.06180082522727247,9.444122369267967,7.35,108.99,.871,.440
2.923199192613285,.1541031214134973,5.090972290969116,9.20,82.33,,
2.55239693457599,.1741169686407543,6.065560523994924,10.25,53.28,.709,.366
2.660256397579979,.101028673061212,7.682922014241322,8.21,102.78,.775,.321
2.387440586939868,.2441410582302513,15.36010195456036,9.02,43.75,.897,.488
2.88172744852427,.06301630278812599,9.029618301965593,8.82,57.58,.897,.541
2.802431682103653,.1882636031181111,7.680064346642581,8.18,86.20,.852,.444
2.762675960020451,.07324513509852702,9.747993508400473,9.24,41.08,.787,.413
2.907091883444906,.08648795538318504,12.39256979207989,8.18,148.49,.739,.383
2.971290216877416,.2330237868112332,6.162182861222243,10.30,41.52,,
2.665683825520744,.2059665746959932,2.104234185328088,9.00,103.90,.705,.368
3.055750125457555,.09843741655754565,5.513893735114598,7.58,168.90,.689,.289
2.863531707858434,.1191936739312689,11.34806090252512,9.20,38.90,,
2.862439726233581,.04156398749922978,1.132177352560802,9.94,32,.802,.416
2.174683971547211,.1374835218528319,2.843769198661169,12.20,10.95,,
3.100341941762671,.193848714624656,5.159102592307558,7.82,79.50,.841,.476
2.693536334156114,.1092095521969956,15.62513848901285,8.62,60.10,.990,.602
2.742513601021239,.2427787271100793,24.98686287585683,8.04,134.43,.691,.295
2.470910761827435,.06667133865620167,4.058586842624628,10.21,48.66,.830,.340
2.377966921508621,.2162786052567433,9.620802206404322,11.33,34.83,.750,.330
3.14693874114308,.1312451027969312,12.81353678026827,7.58,79.75,.728,.262
3.09562285238237,.09988621998563417,10.51028855107451,10.00,28.42,,
3.160291226083964,.07045921419202877,10.041703375827,9.10,69.29,,
2.646914177143524,.2660420207048033,6.740677386401968,10.20,52.8,,
2.194716878963421,.1222984306705664,4.512119994133961,12.13,12.11,.845,.505
2.74608488402159,.07703407508643809,9.471482364001634,10.39,57.40,.764,.275
2.99784336686581,.06899571374609828,13.3117444276568,9.80,63.34,,
3.1208863056683,.1122004999360214,3.634844329028738,9.47,72.66,.761,.384
2.615622113788289,.2047807486035139,14.29816130741137,8.50,64.78,.876,.459
3.133767619718731,.1272474015519411,10.81511695349516,7.76,178.60,.698,.311
3.446969810733267,.1158466736537139,6.414388081671532,8.97,94.67,.714,.306
2.332020322653435,.08886529066973546,3.636279578946984,9.44,50.93,.700,.299
2.552325001390444,.2143302852537406,7.687468239845135,11.67,,.850,.557
2.886558541937448,.07539991950421651,1.313835688660995,10.40,23.24,,
2.799621368982883,.1355584338538198,10.42698142059923,8.42,50.48,.840,.419
2.419290569675566,.2679076458489543,25.6368164593765,11.20,23.66,,
2.804162582559632,.1569903281342638,13.4002890099014,8.80,109.09,.707,.336
2.773030583069401,.1009761226436321,6.00963862491404,10.50,52.68,,
3.09360463314832,.1359937963008732,2.439967613430172,8.28,139.89,.663,.285
2.61587604247911,.2139935862737129,5.479206670774415,9.50,53.62,,
2.198189170572569,.1508024379555296,2.367655127202037,8.75,50.78,.866,.530
3.00869312910315,.1020953968713921,3.534891133893264,9.80,57.93,.724,.348
2.777257347191542,.02745872309063464,4.440194051439716,10.70,25.35,,
2.39570422159263,.1597712827278906,20.44863776537817,10.26,29.27,.760,.374
3.042691184643113,.1226312324152328,3.682466799801279,10.10,26.57,,
2.771782488802554,.1628059922472437,4.763523223442125,8.85,103,.723,.324
3.116166921433258,.0689095553909822,21.61544542147106,8.56,121.60,.708,.271
2.887817738229478,.08876613863164476,1.162646872810384,9.84,27.19,.806,.436
2.75429137510609,.1332792290480287,7.821322933993264,9.40,35.01,,
4.28702302541322,.008891084024564578,2.336466371246225,8.57,126.59,.746,.232
2.943808468478186,.1068833885925154,7.443755105733543,10.70,45.69,.650,.220
2.187959107946836,.132004720736976,5.302490484735962,12.02,11.76,.918,.530
2.339735215081731,.08100174884570741,9.029806604044095,10.91,39.03,.628,.274
3.047434060834455,.1485842623008379,7.993288153303368,8.72,148.06,.712,.297
2.35798272510949,.2226038503231867,8.063424672880467,10.05,52.95,.698,.380
3.084937829454384,.2073781146926404,17.61831295369818,10.50,45.13,,
3.195104631894118,.02947808693507246,17.89953176649141,8.98,94.30,.690,.328
2.353781413888881,.02276665215995786,10.0315722436452,8.30,67.60,.873,.490
2.760850691396306,.2043123442957132,4.33551443102187,9.84,32.21,.845,.407
2.874077378825981,.2049651601407473,6.694263672853856,9.51,33.73,1.047,.655
2.337561164645731,.2573182450154047,22.32803261646042,11.5,,,
2.222303269413981,.09212648658834048,1.854541704574243,11.45,14.97,,
2.530655317722775,.03335877664380628,14.89672115660608,9.50,32.50,.860,.440
2.859438375228874,.1073130334489774,15.59111216437685,9.94,55.11,.721,.352
3.144895084484325,.2404837319925743,6.291780591640117,9.60,52.97,,
2.794883906876286,.1725562509496684,2.709050484222892,10.19,27.72,.862,.501
2.228883820919426,.1597038765997081,1.746986318034831,12.62,,.887,.463
3.165118214872153,.1430685877232664,7.551797822015672,9.50,39.48,,
2.263620047689279,.09612545554138086,6.287526900320118,11.0,,,
2.433407727322805,.06270057279504301,1.603843553826914,11.40,17.06,,
3.204111691382698,.05675269306692788,.7324138236317674,9.60,80.18,,
2.72442696699995,.06602204121389935,4.894654724839439,10.10,54.32,,
2.405553147151818,.110837881753061,3.412629613230317,10.89,38.53,.639,.294
3.122593154954734,.06270486616511549,6.872744080847681,8.70,99.29,,
2.403404518728391,.2217949254485192,15.84843248133989,9.74,67.86,.708,.249
3.09325126910176,.1924239318556859,4.441472612237864,8.77,49.17,.919,.507
2.358732780305041,.1506347318343722,7.275849312646154,8.96,46.70,.864,.453
2.907211734958603,.1413443029968308,6.129724566418274,10.12,54.96,.669,.267
2.748959807796378,.03937710836145507,4.36085846977204,8.17,140.69,.783,.379
2.664879452413753,.1156090767198931,3.719676638520216,10.40,45.32,,
2.764423199738435,.1141496994080733,3.172117297451852,10.30,32.75,,
2.896618325508664,.002707796504863586,3.227515129979246,9.89,24.05,.843,.437
2.786778858057375,.158626505353944,9.014895154540099,8.89,49.96,.843,.429
2.375374672854774,.1814179469906697,11.65177432542953,8.90,96.34,.715,.342
3.154195689576438,.1774044194723102,12.55782173078101,9.50,59.65,,
2.241536734094075,.1685604882156615,2.42839196573729,13.2,,,
3.178009802508301,.1370250593020436,2.338849292909831,9.80,47.92,,
2.287599766776637,.08502242814861405,1.764386153371019,10.03,18.67,.694,.238
3.196875017382727,.08528211612180107,10.63833484015809,9.40,85,.685,.290
3.403671257132235,.2183286169985843,10.56553143784257,9.80,68.16,,
3.010625656225439,.116706415596777,9.378936527471957,10.7,,,
2.885034508202449,.04393778311585056,2.586776016754695,10.04,27.23,.792,.410
2.780820536729347,.2463056653046226,8.054515266090966,9.01,70.84,.719,.230
2.684989635503473,.3366131901591364,11.10229121911508,6.82,229.44,.695,.309
3.211732413644378,.1599443738721766,8.553715380844384,8.65,75.72,.714,.268
2.316935180500513,.1906547607291088,23.72987080843994,9.36,93.00,.708,.318
2.776158609117712,.06333435915578486,7.148701377246083,10.1,26.1,,
3.111082146974156,.106382727445547,16.11413923321359,8.60,122.92,,
2.476987219260449,.02510270056817825,15.87921516180043,9.66,77.80,.698,.331
2.468707899766961,.2518832361787127,6.755370973636537,12.6,,,
3.024654362295116,.1007130827062577,6.053442582600029,9.62,74.92,.698,.298
2.77336724464019,.09033536086194231,2.846977404822482,9.50,40.37,,
3.130454531035456,.1613646431205227,3.772878169188632,9.46,78.17,.773,.401
3.895619265062529,.0218578058265395,4.641052722760144,7.64,158.55,.736,.358
2.474575989817369,.1734258447229767,5.094548344471847,8.96,89.07,.624,.235
2.251722429099681,.09607858984562047,5.652169216741355,9.76,69.31,.733,.273
2.383305136468304,.1369261739155397,7.852238303127682,8.74,59.11,.731,.290
2.912011304443717,.02284066826789829,6.049823526867532,8.50,63.11,.704,.247
3.01445213402394,.09461493813856608,9.927745159816757,9.24,38.25,.783,.405
2.747082687719826,.1151213071343642,4.677366424280412,9.90,30.24,,
2.199555411384142,.1935941230701084,5.667601740212818,10.55,14.67,.920,
2.568473212266698,.1281952503985216,7.349298822092262,10.22,60.63,.712,.356
2.41122339304908,.2295051381298623,3.265915539825307,11.56,19.10,.770,.463
2.594866823356807,.3154005203452712,18.35282423723412,8.08,132.27,.725,.382
2.325956495358264,.06160011970928926,9.747145216716614,8.71,94.12,.729,.411
2.79617314043606,.0993141487594071,8.758712671843238,7.13,106.52,.843,.485
2.611642865177862,.1663611681903098,11.68067599388884,8.90,51.36,.685,.259
2.970891762210122,.06737897327644532,9.74540167809171,9.40,82.82,,
2.923984249340873,.09131509687194858,8.245563470855934,5.93,139.77,.945,.540
3.110678994378793,.1583798398328291,24.91033263931854,8.37,118.35,.702,.360
2.76645992146123,.1527095926686574,9.196516420418432,8.98,39.59,.835,.410
2.193600764618352,.149801553320014,3.381299158160308,10.01,20.27,.904,.539
2.737425711433147,.3258918043228475,5.707920963119432,11.0,,,
2.797478013360616,.1152106763076478,18.39694761746115,6.44,155.17,.949,.601
2.537474822873087,.1067790836345145,4.282003315316586,10.40,22.79,,
2.75862103402048,.2377061174928357,8.223352861751437,8.22,131.31,.733,.349
3.150305402800522,.07353524318646115,15.0853204759092,8.72,106.10,.715,.350
2.876568080106118,.1511773677132814,3.54879727444279,9.10,89.45,,
2.731957828871242,.1547321089849038,6.761743985458629,8.86,43.89,.723,.303
3.001949281381675,.1787686387438689,11.69666759282818,8.48,115.76,.692,.269
3.962422357803072,.2144721964255138,12.62234446913367,8.22,141.72,.743,.271
2.578730514386671,.04354749570285595,8.068687635117206,9.00,98,.715,.346
2.7475577842242,.07044606272768568,5.944055867114472,9.01,97,.751,.375
2.220827687762218,.1490695486916528,6.004928273280538,9.86,27.99,.912,.538
2.803408821543881,.1559082857969785,12.77681701220056,9.18,105.92,.714,.331
3.146229406067319,.05451238844823102,10.55008050595248,8.50,93.75,,
2.219057633070096,.09573026416774658,2.942228431799291,10.70,19.13,,
3.073993612601757,.2005181243535273,7.788664068865163,9.93,69.61,.734,.292
2.649137703889675,.09796933502803062,12.70870173233665,8.52,60.00,.711,.274
2.324593002726722,.09105757231157842,7.870474347396235,10.68,,.709,.289
2.725595094135006,.06368803116351689,7.396890127630661,8.72,54.64,.822,.511
3.148665308218294,.2604957025581652,23.83003617955873,7.20,188.62,,
3.117748224742092,.1428664046335368,15.42869302118312,9.13,95.77,.669,.371
2.779512380289966,.08112308637836194,8.985355974025042,8.67,44.67,.847,.448
3.125391854884936,.1060483153609833,15.94068547014997,7.47,216,.683,.341
2.288301055894075,.1724091238147953,5.434651637388754,9.49,34.91,.891,.476
2.691761540338764,.07803083101218308,6.676362949309301,8.89,91.05,.730,.305
2.776531164470717,.1273574983391562,7.002513949487777,9.80,26.74,.874,.424
